Value,Date
14.203478260899999,20191204
14.128947368399999,20191217
14.116216216199998,20191217
14.0675675676,20191217
14.0886486486,20191217
14.24,20191217
14.1994594595,20191217
14.212972973,20191217
14.245945945899999,20191217
14.2294444444,20191217
14.266486486500002,20191217
14.3027027027,20191217
14.1863157895,20191217
14.26,20191217
14.153513513499998,20191217
14.162702702699999,20191217
14.149189189200001,20191217
14.1555555556,20191217
14.1848648649,20191217
14.1872727273,20191217
14.2094444444,20191217
14.2351351351,20191217
14.123888888900002,20191217
14.131351351400001,20191217
14.1221621622,20191217
14.100540540499999,20191217
13.8272,20191217
14.191764705899999,20191217
14.0810526316,20191217
14.1221621622,20191217
14.165945945899999,20191217
14.1231578947,20191217
14.2273684211,20191223
14.267222222200001,20191223
14.2526315789,20191223
11.9518918919,20191223
11.9297297297,20191223
12.2968421053,20191223
14.0789473684,20191223
14.1184210526,20191223
14.0827027027,20191223
14.1503448276,20191223
14.158378378399998,20191223
14.219428571400002,20191223
14.1836842105,20191223
14.2216216216,20191223
14.2059459459,20191223
14.182105263199999,20191223
14.155,20191223
14.167027027,20191223
14.06,20191223
14.2075675676,20191223
14.2033333333,20191223
14.1615789474,20191223
14.157837837799999,20191223
14.085789473699998,20191223
13.9751515152,20191223
14.1838888889,20191223
14.1684210526,20191223
14.1740540541,20191223
14.237894736800001,20191223
14.192972973,20191223
14.1827777778,20191223
14.1822222222,20191223
14.107428571400002,20191223
14.0897297297,20191223
14.121052631600001,20191223
14.0935135135,20191223
14.1632432432,20191223
14.1716129032,20191223
14.1021621622,20191223
14.053513513499999,20191223
14.1281081081,20191223
14.1221621622,20191223
14.2766666667,20191207
14.2325,20191207
14.2607692308,20191207
14.3064864865,20191207
14.2626315789,20191207
14.196756756800001,20191207
14.3136842105,20191207
14.3451428571,20191207
14.3752,20191207
14.3575757576,20191207
14.208648648599999,20191207
14.2021621622,20191207
14.212972973,20191207
14.1205405405,20191207
14.2142105263,20191207
14.2367567568,20191207
14.206,20191207
14.147027027,20191212
14.1416216216,20191212
14.124,20191212
14.2483333333,20191212
14.143783783800002,20191212
14.2643243243,20191212
14.1972972973,20191212
14.1924324324,20191212
14.1935135135,20191212
14.17375,20191212
14.1736842105,20191212
14.0447058824,20191212
14.0017647059,20191212
14.233513513499998,20191212
14.2356756757,20191212
14.2310526316,20191212
14.1421621622,20191212
14.1347368421,20191212
14.181081081099999,20191212
14.1697297297,20191212
14.2156756757,20191212
14.1957894737,20191212
14.19,20191212
14.2416666667,20191212
14.2735135135,20191212
14.2105555556,20191212
14.2416216216,20191212
14.2321052632,20191212
14.23,20191212
14.0673684211,20191212
14.245945945899999,20191211
14.3097142857,20191211
14.3329411765,20191211
14.2324324324,20191211
14.2369230769,20191211
14.2156756757,20191211
14.0773684211,20191211
14.332631578900001,20191211
14.2489473684,20191211
14.2473684211,20191211
14.252972973,20191211
14.1653333333,20191211
14.2313513514,20191211
14.3033333333,20191211
14.229189189200001,20191211
14.1924324324,20191211
14.1416216216,20191211
14.1616,20191211
14.181111111099998,20191211
14.1822222222,20191211
14.1151351351,20191211
14.2643243243,20191211
14.2091891892,20191211
14.176756756800001,20191211
14.1978378378,20191211
14.156216216199999,20191211
14.132631578900002,20191211
14.14,20191211
14.191351351400002,20191211
14.2027027027,20191211
14.2794594595,20191211
14.201052631600001,20191211
14.294594594600001,20191211
14.2784210526,20191211
14.252432432400001,20191211
14.226315789500001,20191211
14.1921428571,20191211
14.222000000000001,20191211
14.192972973,20191211
14.178918918900001,20191211
14.189473684200001,20191211
14.0713513514,20191211
14.1848648649,20191224
14.236216216199999,20191224
14.2424242424,20191224
14.2443243243,20191224
14.242702702699999,20191224
14.2324137931,20191224
14.1584210526,20191224
14.162702702699999,20191224
14.170810810799999,20191224
14.2216216216,20191224
14.191428571400001,20191224
14.21,20191206
14.243243243199998,20191206
14.357777777799999,20191206
14.2463157895,20191206
14.178888888900001,20191206
14.2394594595,20191206
14.2054545455,20191206
14.2425806452,20191206
14.3124324324,20191206
14.2545945946,20191206
14.3145945946,20191206
14.3589189189,20191206
14.312972972999999,20191206
12.6844444444,20191206
14.3751351351,20191206
14.2421621622,20191206
14.205,20191206
14.2324324324,20191206
14.199375,20191206
14.2971428571,20191206
14.2064,20191206
14.2157894737,20191206
14.2047368421,20191206
14.2211428571,20191206
14.191891891900001,20191206
14.1881081081,20191206
14.2738888889,20191206
14.3077777778,20191206
14.2032432432,20191206
14.22,20191206
14.1684210526,20191206
14.172972973,20191206
14.218235294100001,20191206
14.244000000000002,20191206
14.2048648649,20191206
14.0713513514,20191206
14.116756756800001,20191206
14.1935135135,20191206
14.234054054100001,20191206
14.172972973,20191206
14.102105263199999,20191206
14.1027027027,20191206
14.0783333333,20191206
14.087027027000001,20191206
14.2671428571,20191209
14.250526315799998,20191209
14.0482758621,20191209
14.248461538499999,20191209
14.2037837838,20191209
14.2421621622,20191209
14.288666666700001,20191209
14.160526315799999,20191209
14.1886486486,20191209
14.1407142857,20191209
14.236216216199999,20191209
14.1935135135,20191209
14.158378378399998,20191209
14.22,20191209
14.206486486500001,20191209
14.196756756800001,20191209
14.218378378399999,20191209
14.1745945946,20191209
14.063783783800002,20191209
14.2072222222,20191209
14.1966666667,20191209
14.0852631579,20191209
14.0605405405,20191209
14.0792,20191209
14.1567567568,20191209
14.0751351351,20191209
13.997894736800001,20191209
13.8247368421,20191209
14.1037837838,20191213
13.7333333333,20191213
14.2254054054,20191213
14.2788235294,20191213
14.2951351351,20191213
14.2275675676,20191213
14.2156756757,20191213
14.1724324324,20191213
14.221764705899998,20191213
14.2405405405,20191213
14.2057142857,20191213
14.1613333333,20191213
14.1978378378,20191213
14.1178378378,20191213
14.1681481481,20191213
14.1416666667,20191213
13.9594594595,20191213
14.063783783800002,20191213
14.106486486500001,20191213
13.1248484848,20191213
14.1135135135,20191213
14.093103448299999,20191213
14.0983783784,20191213
14.0697297297,20191213
14.191351351400002,20191213
14.1605405405,20191213
14.2172972973,20191213
14.244210526300002,20191213
14.258888888900001,20191213
14.1740540541,20191213
14.1643243243,20191213
14.2951351351,20191213
14.316666666700002,20191213
14.292631578900002,20191213
14.1217142857,20191213
14.091891891900001,20191213
14.0789473684,20191213
14.0518918919,20191213
14.1237837838,20191213
14.0447368421,20191220
14.013636363599998,20191220
14.254117647100001,20191220
14.16,20191220
14.1427027027,20191220
14.1357894737,20191220
14.162631578900001,20191220
14.1248648649,20191220
14.1572972973,20191220
14.1252631579,20191220
14.1515789474,20191220
14.0940540541,20191220
14.0994594595,20191220
14.091891891900001,20191220
14.144324324300001,20191220
14.162702702699999,20191220
14.2421621622,20191220
14.196216216199998,20191220
14.127368421099998,20191220
14.2,20191220
14.1291891892,20191220
14.1284210526,20191220
14.111351351400002,20191220
14.0673684211,20191220
14.1026315789,20191220
14.058125,20191220
13.972000000000001,20191220
14.027878787899999,20191220
14.175555555599999,20191220
14.176111111099999,20191220
14.2978378378,20191205
14.2484210526,20191205
14.2518918919,20191205
14.2826315789,20191205
14.308,20191205
14.2757894737,20191205
14.29,20191205
14.255999999999998,20191205
14.32,20191205
14.1968,20191205
14.2,20191205
14.2205405405,20191205
14.2891428571,20191205
14.3078947368,20191205
14.265945945899999,20191205
14.1726315789,20191205
14.1944444444,20191205
14.2648648649,20191205
14.303243243199999,20191205
14.2043243243,20191205
14.1318918919,20191205
14.3152631579,20191216
14.203684210499999,20191216
14.1091891892,20191216
14.153888888900001,20191216
14.087368421099999,20191216
14.0388888889,20191216
13.970769230799998,20191216
14.0747368421,20191216
14.113714285699999,20191216
14.135,20191216
14.101428571400001,20191216
14.1784210526,20191216
14.145789473699999,20191216
14.158378378399998,20191216
14.1321052632,20191216
14.1168421053,20191216
13.9740740741,20191216
13.9715789474,20191216
13.9621621622,20191216
13.9709090909,20191216
13.9810526316,20191216
14.0086486486,20191216
14.0221621622,20191216
14.0697297297,20191216
14.087027027000001,20191216
14.1702702703,20191216
14.087368421099999,20191216
14.0372972973,20191216
14.0297297297,20191216
14.0172972973,20191216
14.1081081081,20191216
14.1126315789,20191216
14.2671428571,20191221
14.2527777778,20191221
14.251111111099998,20191221
14.1935135135,20191221
14.164117647100001,20191221
14.0848648649,20191221
14.264210526300001,20191221
14.2175,20191221
14.1268421053,20191221
14.240952381,20191221
14.2142857143,20191221
14.271351351400002,20191221
14.259473684200001,20191221
14.22,20191221
14.261081081099999,20191221
14.243333333299999,20191221
14.193846153800001,20191221
14.172352941199998,20191221
14.2043243243,20191221
14.2264864865,20191221
14.19,20191221
14.1788571429,20191221
14.1944444444,20191221
14.126111111099998,20191221
14.1655555556,20191221
14.1136363636,20191221
13.5016216216,20191221
14.196296296300002,20191227
14.2259459459,20191227
14.184285714300001,20191227
14.1905555556,20191227
14.237894736800001,20191227
14.1975,20191129
14.1886486486,20191129
14.1691891892,20191129
14.1891891892,20191129
14.215,20191129
14.1968421053,20191129
14.215,20191129
14.1494736842,20191129
14.152000000000001,20191129
14.161714285699999,20191129
14.1031578947,20191129
14.0864864865,20191129
14.067027027,20191129
13.9821052632,20191129
13.8578378378,20191129
13.9075675676,20191129
13.9394594595,20191129
13.9666666667,20191129
14.082631578900001,20191129
14.1909090909,20191129
14.196,20191129
14.2,20191129
14.198888888900001,20191129
14.215,20191129
14.2217391304,20191129
14.2295238095,20191129
14.218,20191129
14.1888,20191129
14.2064516129,20191129
14.1529032258,20191129
14.189375,20191129
14.198666666700001,20191129
14.1773333333,20191129
14.1896551724,20191129
14.19625,20191129
14.1921052632,20191129
14.18,20191129
14.22,20191129
14.2061538462,20191129
14.205,20191129
13.903783783800002,20191129
14.044,20191129
14.122,20191129
13.9970588235,20191129
14.0217142857,20191129
14.065,20191129
14.178918918900001,20191129
14.1810526316,20191129
14.195862069,20191129
14.1594594595,20191129
14.0578947368,20191129
13.967027027,20191125
13.988648648599998,20191125
13.7915789474,20191125
14.0231578947,20191125
14.0326315789,20191125
13.946111111099999,20191125
13.8827777778,20191125
13.889189189200001,20191125
13.7483333333,20191125
13.8552631579,20191125
13.9678947368,20191125
13.572000000000001,20191125
14.037368421099998,20191125
14.2702857143,20191203
14.2231578947,20191203
14.1210810811,20191203
14.207027027,20191203
14.2356756757,20191203
14.2863157895,20191203
14.2184210526,20191203
14.1043243243,20191203
14.1689473684,20191203
14.1662857143,20191203
14.2236842105,20191203
14.1935135135,20191203
14.165945945899999,20191203
14.1738888889,20191203
14.2022222222,20191203
14.192,20191203
14.1681081081,20191203
14.2032258065,20191203
14.196216216199998,20191203
14.251428571400002,20191203
14.1552631579,20191203
14.1157894737,20191203
14.2,20191203
14.227027027,20191203
14.2045714286,20191203
14.212631578900002,20191203
14.1747368421,20191203
14.2,20191203
14.14,20191203
14.013333333299999,20191203
14.243243243199998,20200111
14.22,20200111
14.2118918919,20200111
14.2365714286,20200113
14.263333333299999,20200113
14.2352631579,20200113
14.231578947400001,20200113
14.218378378399999,20200113
14.2044444444,20200123
14.2454054054,20200123
14.245789473699999,20200123
14.184210526300001,20200123
14.365945945899998,20200123
14.3124324324,20200123
14.1291891892,20200123
14.105945945899999,20200123
14.1222222222,20200123
14.244444444400001,20200127
14.1923529412,20200127
14.228108108099999,20200127
14.268181818199999,20200127
14.256216216199999,20200127
14.2578947368,20200127
14.2605405405,20200127
14.133513513499999,20200127
14.1677777778,20200127
14.1545945946,20200127
14.200540540499999,20200127
14.2535135135,20200127
14.2545454545,20200127
14.1275675676,20200127
14.174375,20200127
14.1351351351,20200127
14.1940540541,20200127
14.2027027027,20200127
14.2210810811,20200127
14.162702702699999,20200127
14.122631578900002,20200127
14.0145945946,20200127
14.097368421099999,20200127
13.9432432432,20200127
13.9289473684,20200127
14.0394444444,20200127
14.100540540499999,20200128
14.1605405405,20200128
14.163783783800001,20200128
14.1254054054,20200128
14.090810810799999,20200128
14.0905263158,20200128
14.035,20200128
14.2059459459,20200128
14.2041666667,20200128
14.096756756800001,20200128
14.1783333333,20200128
14.156216216199999,20200128
14.1740540541,20200128
14.138378378399999,20200128
14.182105263199999,20200128
14.11,20200128
14.1636842105,20200128
13.8805263158,20200128
14.1372972973,20200128
14.090810810799999,20200128
14.0724324324,20200128
14.059459459500001,20200128
14.0622222222,20200128
14.0951351351,20200128
14.1221052632,20200128
14.1459459459,20200128
14.132972973,20200128
14.1121052632,20200128
14.0897297297,20200128
14.0675675676,20200128
14.0702702703,20200128
14.0032432432,20200128
13.941052631600002,20200128
14.016756756800001,20200128
14.2967567568,20200109
14.324210526300002,20200109
14.2972972973,20200109
14.31,20200109
14.2877419355,20200109
14.3345945946,20200109
14.3383783784,20200109
14.2947368421,20200109
14.2308108108,20200109
14.3221621622,20200109
14.170810810799999,20200109
14.2421621622,20200114
14.259473684200001,20200114
14.2940540541,20200114
14.25,20200114
14.2513513514,20200114
14.211052631600001,20200114
14.224324324300001,20200114
14.3351351351,20200114
14.123684210499999,20200114
14.1468421053,20200114
14.161081081099999,20200114
14.3346666667,20200120
14.1475675676,20200120
14.1827027027,20200120
14.212972973,20200120
14.2681081081,20200120
14.261081081099999,20200120
14.18,20200120
14.2421052632,20200120
14.1972972973,20200120
14.234210526300002,20200120
14.158918918900001,20200120
14.2582608696,20200120
14.188888888900001,20200120
14.2689473684,20200120
14.274736842100001,20200120
14.221111111099999,20200120
14.2394736842,20200120
14.201621621600001,20200120
14.167894736800001,20200120
14.197368421099998,20200120
14.2313513514,20200120
14.2394594595,20200120
14.2091891892,20200120
14.194285714300001,20200120
14.238378378399998,20200120
14.1324324324,20200120
14.2233333333,20200120
14.2347368421,20200120
14.1884210526,20200120
14.2151351351,20200120
14.157837837799999,20200120
14.211333333299999,20200120
14.1561290323,20200120
14.18,20200120
14.2151351351,20200120
14.2483333333,20200120
14.254054054100001,20200120
14.277777777799999,20200120
14.189444444400001,20200120
14.1935135135,20200120
14.166153846199999,20200120
14.218378378399999,20200120
14.2157894737,20200120
14.24,20200120
14.2502702703,20200120
14.213513513499999,20200120
14.224324324300001,20200120
14.237837837799999,20200120
14.2526315789,20200120
14.2,20200120
14.190810810799999,20200120
14.2584210526,20200120
14.1105882353,20200120
14.1140540541,20200120
14.1281081081,20200120
14.0945454545,20200120
14.1259459459,20200122
14.1205405405,20200122
14.143243243199999,20200122
14.3438888889,20200122
14.347027027000001,20200122
14.3308108108,20200122
14.2464864865,20200122
14.267368421099999,20200122
14.2416216216,20200122
14.155,20200122
14.1441176471,20200122
14.1691891892,20200122
14.109444444400001,20200122
14.1354285714,20200122
14.253157894700001,20200122
14.2443243243,20200122
14.1952631579,20200122
14.2,20200122
14.2027027027,20200122
14.2005263158,20200122
14.236216216199999,20200122
14.2164705882,20200122
14.2078947368,20200122
14.2697297297,20200122
14.1877777778,20200122
14.2162162162,20200122
14.175675675699999,20200122
14.0989189189,20200122
14.084615384600001,20200122
14.2194444444,20200121
14.28,20200121
14.1852631579,20200121
14.1843243243,20200121
14.2738888889,20200121
14.303243243199999,20200121
14.2405405405,20200121
14.2877777778,20200121
14.252972973,20200121
14.3136842105,20200121
14.3292307692,20200121
14.224444444400001,20200121
14.1684210526,20200121
14.196521739100001,20200121
14.203888888900002,20200121
14.225263157899999,20200121
14.2556756757,20200121
14.209729729700001,20200121
14.227096774200001,20200121
14.2376470588,20200121
14.177857142899999,20200121
14.246363636400002,20200121
14.287027027,20200121
14.3136842105,20200121
13.964324324300001,20200130
13.984444444400001,20200130
13.9854054054,20200130
13.9567567568,20200130
14.005945945899999,20200130
14.2124324324,20200130
14.005,20200130
14.18,20200130
14.0989189189,20200130
14.1145945946,20200130
13.9772972973,20200130
14.163225806500002,20200130
14.1745945946,20200130
14.175675675699999,20200130
14.134594594600001,20200130
14.07,20200130
14.1654054054,20200130
14.2,20200130
14.196470588199999,20200130
14.1145945946,20200130
14.1745945946,20200130
14.176190476199999,20200130
14.1605405405,20200131
14.1886486486,20200131
14.1964285714,20200131
14.1851428571,20200131
14.176363636400001,20200131
14.1696551724,20200131
14.233888888900001,20200131
14.073513513499998,20200131
14.1905263158,20200131
14.1454545455,20200131
14.1536842105,20200131
14.1510526316,20200131
14.1308108108,20200131
14.198947368399999,20200131
14.084210526300001,20200131
13.7012903226,20200131
14.1331578947,20200131
14.154054054100001,20200131
14.1459459459,20200131
14.1351351351,20200131
14.0963157895,20200131
14.0896969697,20200131
14.049729729700001,20200131
14.0524324324,20200131
14.0718918919,20200201
14.096756756800001,20200201
14.0352631579,20200201
14.1305263158,20200201
14.157837837799999,20200201
14.1205405405,20200201
14.047027027,20200201
13.9059459459,20200201
14.1037837838,20200201
14.087894736800001,20200201
14.095789473699998,20200201
13.968,20200201
14.005945945899999,20200201
13.969189189200002,20200201
13.9908108108,20200201
14.054594594600001,20200201
13.7094736842,20200203
13.8259459459,20200203
13.895833333299999,20200203
13.92,20200203
13.938787878800001,20200203
13.8567741935,20200203
13.91125,20200203
13.9443243243,20200203
14.007027027000001,20200203
13.9226315789,20200203
13.9011764706,20200203
13.9072222222,20200203
13.8222222222,20200203
13.836216216199999,20200203
13.800666666700002,20200203
13.756363636400001,20200203
13.7848648649,20200203
13.7735135135,20200203
13.735428571400002,20200203
13.7393103448,20200203
13.993333333299999,20200204
13.901714285699999,20200204
13.878378378399999,20200204
13.8027027027,20200204
13.9562162162,20200204
13.8859459459,20200204
13.9659459459,20200204
13.9868421053,20200204
13.922162162200001,20200204
13.974594594600001,20200204
13.9942857143,20200204
13.9848648649,20200204
13.999285714300001,20200204
13.9688888889,20200204
13.934210526300001,20200204
13.873513513499999,20200204
13.909090909100001,20200204
13.943125,20200204
13.945405405399999,20200204
13.912972972999999,20200204
13.9086486486,20200204
13.9444444444,20200204
13.9526315789,20200204
13.883783783800002,20200204
13.7726315789,20200204
13.7313513514,20200204
13.7502702703,20200204
13.8156756757,20200204
13.8221052632,20200204
13.8316666667,20200204
13.8184210526,20200204
13.8594594595,20200204
13.9372972973,20200204
13.8789189189,20200204
13.7677777778,20200204
13.845555555599999,20200204
13.7448648649,20200204
13.8021621622,20200204
13.7626315789,20200204
13.7686486486,20200204
13.752432432400001,20200204
13.7783783784,20200204
13.745945945899999,20200204
13.6652631579,20200204
13.6173333333,20200204
13.78,20200204
13.64,20200204
13.635,20200204
13.8689655172,20200205
13.9427027027,20200205
13.951052631600001,20200205
13.9378378378,20200205
13.932105263199999,20200205
13.9810810811,20200205
13.8297297297,20200205
13.8544444444,20200205
13.8393939394,20200205
13.9589189189,20200205
13.885,20200205
13.8496969697,20200205
13.8547058824,20200205
13.7927777778,20200205
13.7508108108,20200205
13.923783783800001,20200205
13.9718918919,20200205
13.954285714300001,20200205
13.8691891892,20200205
13.8675675676,20200205
13.908108108099999,20200205
13.873684210499999,20200205
13.7735135135,20200205
13.8075675676,20200205
13.8666666667,20200205
13.878947368399999,20200205
13.8631578947,20200205
13.8216216216,20200205
14.2748571429,20191127
14.2503448276,20191127
14.3011428571,20191127
14.185945945899999,20191127
14.178918918900001,20191127
14.1891891892,20191127
14.2068421053,20191127
14.216315789500001,20191127
14.1594594595,20191127
14.2268421053,20191127
14.200540540499999,20191127
14.2,20191127
14.1475675676,20191127
14.133529411800001,20191127
14.143529411800001,20191127
14.147027027,20191127
14.181621621600002,20191127
14.191351351400002,20191127
14.078378378399998,20191127
14.0578378378,20191127
14.1145945946,20191127
14.077837837799999,20191127
14.112941176500001,20191127
14.1242105263,20191127
14.265789473699998,20191127
14.09375,20191127
14.0147368421,20191127
14.0654054054,20191127
14.0605405405,20191127
14.1406896552,20191127
13.8904347826,20191127
14.1768421053,20191127
14.18,20191127
14.2494444444,20191127
14.262941176500002,20191127
14.2157894737,20191127
14.1744444444,20191127
14.154054054100001,20191127
14.1464864865,20191127
14.0978947368,20191127
14.158378378399998,20191127
14.095,20191127
14.1563157895,20191128
14.1984210526,20191128
14.1231578947,20191128
14.139459459500001,20191128
14.0731428571,20191128
14.1891891892,20191128
14.175675675699999,20191128
14.1783783784,20191128
14.12,20191128
14.0886486486,20191128
14.087368421099999,20191128
14.1556756757,20191128
14.16,20191128
14.1464864865,20191128
14.0755555556,20191128
14.054054054100002,20191128
12.8722222222,20191128
11.675789473699998,20191128
11.0542105263,20191128
13.9821621622,20191128
14.121333333299999,20191128
14.1735135135,20191128
14.2011111111,20191128
14.1940540541,20191128
14.073513513499998,20191128
14.1140540541,20191128
14.021621621600001,20191128
14.078918918900001,20191128
14.093333333299999,20191128
14.045,20191128
13.99,20191128
14.065,20191128
14.052972973,20191128
14.096666666700001,20191128
14.111351351400002,20191128
14.09,20191128
14.058378378399999,20191128
14.1086486486,20191128
14.1461111111,20191128
14.153333333299999,20191128
14.1257894737,20191128
14.1547368421,20191128
14.181081081099999,20191128
14.1145945946,20191128
14.033684210499999,20191128
14.025945945899998,20191128
14.1151351351,20191128
14.2264864865,20191128
14.044864864900001,20191128
14.127027027,20191128
14.1427027027,20191128
14.1716666667,20191128
14.2551351351,20191230
14.2481081081,20191230
14.238918918900001,20191230
14.2497297297,20191230
14.237837837799999,20191230
14.1940540541,20191230
14.1805405405,20191230
14.1784210526,20191230
14.2178378378,20191230
14.25,20191230
14.3264705882,20191230
14.2689473684,20191230
14.173157894700001,20191230
14.162105263199999,20191230
14.1048648649,20191230
14.1789473684,20191230
14.2026315789,20191230
14.195675675699999,20191230
14.2583783784,20191230
14.207027027,20191230
14.140555555599999,20191230
14.1410810811,20191230
14.14,20191230
14.2210810811,20191230
14.1683333333,20200103
14.267027027000001,20200110
14.234545454500001,20200110
14.0566666667,20200110
14.2188571429,20200108
14.3463157895,20200108
14.25,20200108
14.274210526300001,20200108
14.2254054054,20200108
14.2784210526,20200108
14.2843243243,20200108
14.3322222222,20200108
14.24,20200108
14.3436842105,20200108
14.3335135135,20200107
14.3436842105,20200107
14.247894736800001,20200107
14.141052631600001,20200107
14.3264864865,20200107
14.1825,20200107
14.308125,20200115
14.2628571429,20200115
14.3302702703,20200115
14.2952631579,20200115
14.2545945946,20200115
14.2356756757,20200106
14.284736842100001,20200106
14.29625,20200106
14.312972972999999,20200106
14.241081081099999,20200106
14.238378378399998,20200106
14.2481081081,20200106
14.1868421053,20200106
14.222222222200001,20200106
14.2284210526,20200106
14.220526315799999,20200106
14.2367567568,20200106
14.278947368399999,20200106
14.2859459459,20200106
14.3621052632,20200106
14.383243243199999,20200106
14.372972973,20200106
14.2172222222,20200106
14.1889473684,20200106
14.234210526300002,20200106
14.1902702703,20200106
14.2847058824,20200106
14.307027027,20200106
14.2333333333,20200106
14.2648648649,20200106
14.2259459459,20200106
14.2681081081,20200106
14.306,20200106
14.367027027,20200106
14.160645161300002,20200106
14.148648648599998,20200106
14.1091891892,20200116
14.022105263199999,20200116
14.1172972973,20200116
14.178918918900001,20200116
14.280540540499999,20200116
14.3021052632,20200116
14.232972972999999,20200116
14.3551351351,20200116
14.3622222222,20200116
14.2518918919,20200116
14.213513513499999,20200116
14.191052631600002,20200116
14.257297297300001,20200116
14.288947368399999,20200116
14.2663157895,20200116
14.27875,20200116
14.2221052632,20200116
13.895,20200116
14.187027027000001,20200116
14.189444444400001,20200116
14.2220689655,20200116
14.1567567568,20200116
14.167368421099999,20200117
14.0889473684,20200117
14.0863157895,20200117
14.096521739100002,20200117
14.1275675676,20200117
14.1968421053,20200117
14.245,20200117
14.245945945899999,20200117
14.155428571400002,20200117
14.2947368421,20200117
14.29,20200117
14.32,20200117
14.2666666667,20200117
14.261081081099999,20200117
14.299459459500001,20200117
14.1517241379,20200117
14.1616216216,20200117
14.14,20200117
14.2352631579,20200117
14.173333333299999,20200117
14.095999999999998,20200129
14.1891891892,20200129
14.1372222222,20200129
14.156216216199999,20200129
14.1321052632,20200129
14.123,20200129
13.908,20200129
14.118461538499998,20200129
14.138918918900002,20200129
14.196111111099999,20200129
14.1102702703,20200129
14.091891891900001,20200129
14.0481081081,20200129
14.1222857143,20200129
14.1172972973,20200129
14.0863157895,20200129
14.18,20200129
13.850625,20200206
13.33,20200206
13.949444444400001,20200206
14.0624242424,20200206
14.0902702703,20200206
14.06,20200206
14.0708108108,20200206
14.0135135135,20200206
13.9417142857,20200206
14.047027027,20200206
14.0405405405,20200206
13.987027027,20200206
14.03,20200206
13.9286486486,20200206
14.0124324324,20200206
14.0135135135,20200206
14.046486486500001,20200206
13.9621428571,20200206
13.9854054054,20200206
13.945945945899998,20200206
13.968648648599999,20200206
13.949444444400001,20200206
13.936216216199998,20200206
13.736666666700001,20200206
13.9023076923,20200206
13.9075675676,20200206
13.915999999999999,20200206
13.9,20200206
13.868648648599999,20200206
13.9589189189,20200206
13.878378378399999,20200206
13.969729729700001,20200206
13.9994594595,20200206
14.0126315789,20200206
13.9563157895,20200206
13.9441176471,20200206
13.972972973,20200206
13.749473684200002,20200206
13.805,20200206
13.8048648649,20200206
13.8131578947,20200206
13.8821621622,20200207
13.92,20200207
13.8194736842,20200207
13.9048648649,20200207
14.32,20191126
14.223243243199999,20191126
14.232972972999999,20191126
14.2091428571,20191126
14.262105263199999,20191126
14.208947368399999,20191126
